participant.id_in_session,treatment,mod,player.SN_car_A,player.EE,player.PNB,player.NE,player.my_trip,player.HH,player.HL,player.LH,player.LL,player.year_born,player.gender,player.education,player.income,player.family,player.children,player.trust_parlament,player.trust_county,player.trust_municipality,player.trust_government,player.trust_politicians,player.trust_parties,player.vote,player.air_pollution,player.road_pricing,player.revenues,player.tax,player.tax_level,player.Madrid_central,player.effect_rp,player.effect_rp_others,player.comments,session.code
9vtbeq8e,Social Norm,5,1.0,4.0,8.0,4.0,6.0,7.0,7.0,5.0,8.0,1999.0,1.0,2.0,0.0,1.0,0.0,6.0,2.0,4.0,5.0,4.0,3.0,0.0,2.0,4.0,4.0,5.0,4.0,6.0,4.0,4.0,"En la parte de hijos a mi cargo, he seleccionado 1 porque no me da la opción de ninguno. ",uln4i2w2
aamf7pwl,Baseline,1,1.0,4.0,1.0,5.0,10.0,1.0,3.0,3.0,4.0,2000.0,0.0,3.0,0.0,1.0,0.0,5.0,3.0,3.0,5.0,3.0,4.0,12.0,2.0,5.0,6.0,7.0,2.0,7.0,5.0,2.0,No me ha dejado responder que no tengo hijos menores a mi cargo,uln4i2w2
9lk12f65,Public Services,3,1.0,7.0,4.0,6.0,5.0,4.0,3.0,3.0,6.0,1995.0,0.0,1.0,1.0,2.0,0.0,4.0,1.0,6.0,5.0,3.0,2.0,3.0,7.0,4.0,5.0,7.0,2.0,4.0,2.0,1.0,,uln4i2w2
qp73ogxu,Road Pricing,4,1.0,4.0,2.0,9.0,11.0,1.0,1.0,1.0,1.0,1975.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,7.0,7.0,1.0,1.0,,uln4i2w2
9brj2ixg,Social Norm,5,1.0,5.0,3.0,1.0,9.0,3.0,3.0,3.0,3.0,2000.0,1.0,2.0,0.0,5.0,0.0,2.0,2.0,3.0,1.0,2.0,1.0,13.0,6.0,1.0,1.0,1.0,7.0,4.0,3.0,1.0,En el número de hijos menores de 15 años no se podía poner 0.,uln4i2w2
qi09q0sa,Baseline,1,1.0,8.0,5.0,3.0,10.0,3.0,5.0,6.0,6.0,2003.0,0.0,2.0,5.0,1.0,0.0,3.0,6.0,6.0,4.0,1.0,2.0,13.0,2.0,1.0,5.0,3.0,6.0,9.0,5.0,6.0,,uln4i2w2
z4ro1c9x,Pollution,2,1.0,5.0,4.0,5.0,11.0,1.0,1.0,1.0,1.0,1990.0,0.0,3.0,1.0,0.0,0.0,4.0,3.0,5.0,5.0,2.0,2.0,12.0,9.0,9.0,6.0,4.0,3.0,6.0,1.0,3.0,,uln4i2w2
rjcuuycq,Public Services,3,1.0,6.0,8.0,7.0,3.0,5.0,6.0,7.0,5.0,1997.0,3.0,1.0,2.0,1.0,0.0,9.0,9.0,9.0,9.0,9.0,9.0,13.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,poca remuneración para tanto tiempo,uln4i2w2
j659sltz,Road Pricing,4,1.0,6.0,2.0,4.0,11.0,2.0,2.0,2.0,2.0,1993.0,0.0,2.0,2.0,2.0,0.0,7.0,7.0,7.0,7.0,5.0,5.0,3.0,6.0,2.0,5.0,7.0,1.0,7.0,4.0,3.0,"Las preguntas de la fase 2 del experimento no se entienden muy bien. Y en el cuestionario personal no deja la opción de seleccionar ningún hijo menor de 15 años, que será el caso de mucha gente que realice este experimento. ",uln4i2w2
2eqkjz0s,Social Norm,5,1.0,5.0,8.0,8.0,9.0,9.0,7.0,11.0,7.0,2000.0,1.0,3.0,2.0,1.0,0.0,5.0,6.0,3.0,5.0,5.0,3.0,3.0,6.0,7.0,6.0,6.0,5.0,6.0,6.0,5.0,,uln4i2w2
